,Descriptor,Resolved Type,Duration Type,Cluster Labels,Segment
26391,House,no_violation,"(2677.65, 59476.62]",2,3
26392,Energy,no_violation,"(2677.65, 59476.62]",2,3
26393,Energy,no_violation,"(2677.65, 59476.62]",2,3
26394,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
26395,Safety,no_violation,"(63.33, 2677.65]",9,10
26396,House,fixed,"(63.33, 2677.65]",8,9
26397,Trash/Pollution,no_violation,"(26.55, 63.33]",1,2
26398,Noise,no_violation,"(63.33, 2677.65]",9,10
26399,Traffic,no_violation,"(0.069, 26.55]",1,2
26400,Traffic,no_violation,"(26.55, 63.33]",1,2
26401,Traffic,fixed,"(63.33, 2677.65]",8,9
26402,Traffic,fixed,"(0.069, 26.55]",7,8
26404,Noise,fixed,"(26.55, 63.33]",4,5
26405,Traffic,fixed,"(0.069, 26.55]",7,8
26406,Noise,no_violation,"(63.33, 2677.65]",9,10
26407,Noise,no_violation,"(26.55, 63.33]",6,7
26409,Traffic,no_violation,"(0.069, 26.55]",1,2
26410,Safety,fixed,"(26.55, 63.33]",0,1
26412,Traffic,fixed,"(26.55, 63.33]",0,1
26413,Traffic,no_violation,"(63.33, 2677.65]",1,2
26414,Traffic,no_violation,"(26.55, 63.33]",1,2
26415,Safety,fixed,"(26.55, 63.33]",0,1
26417,Noise,no_violation,"(0.069, 26.55]",3,4
26418,Noise,no_violation,"(0.069, 26.55]",3,4
26419,Traffic,no_violation,"(26.55, 63.33]",1,2
26420,Noise,no_violation,"(63.33, 2677.65]",9,10
26421,Traffic,fixed,"(26.55, 63.33]",0,1
26422,Traffic,no_violation,"(63.33, 2677.65]",1,2
26423,Safety,no_violation,"(63.33, 2677.65]",9,10
26424,Noise,fixed,"(0.069, 26.55]",7,8
26425,Traffic,no_violation,"(26.55, 63.33]",1,2
26426,Noise,fixed,"(0.069, 26.55]",7,8
26427,Commercial,fixed,"(0.069, 26.55]",7,8
26429,Safety,fixed,"(63.33, 2677.65]",0,1
26430,Noise,no_violation,"(63.33, 2677.65]",9,10
26431,Noise,fixed,"(26.55, 63.33]",4,5
26432,Traffic,fixed,"(0.069, 26.55]",7,8
26433,Noise,fixed,"(63.33, 2677.65]",4,5
26434,Traffic,no_violation,"(63.33, 2677.65]",1,2
26435,Commercial,no_violation,"(63.33, 2677.65]",9,10
26436,Traffic,fixed,"(63.33, 2677.65]",8,9
26437,Personal Issue,fixed,"(63.33, 2677.65]",8,9
26439,Noise,fixed,"(0.069, 26.55]",7,8
26440,Traffic,no_violation,"(0.069, 26.55]",1,2
26441,Traffic,fixed,"(63.33, 2677.65]",8,9
26442,House,fixed,"(2677.65, 59476.62]",2,3
26443,House,fixed,"(2677.65, 59476.62]",2,3
26444,Trash/Pollution,fixed,"(2677.65, 59476.62]",5,6
26445,Energy,fixed,"(2677.65, 59476.62]",5,6
26446,House,info_needed,"(2677.65, 59476.62]",2,3
26447,Safety,fixed,"(2677.65, 59476.62]",0,1
26448,House,no_violation,"(2677.65, 59476.62]",2,3
26449,House,fixed,"(2677.65, 59476.62]",2,3
26450,Safety,fixed,"(2677.65, 59476.62]",0,1
26451,Energy,fixed,"(2677.65, 59476.62]",5,6
26452,House,fixed,"(2677.65, 59476.62]",2,3
26453,House,fixed,"(2677.65, 59476.62]",2,3
26454,Trash/Pollution,fixed,"(2677.65, 59476.62]",5,6
26455,Traffic,no_violation,"(26.55, 63.33]",1,2
26456,Noise,fixed,"(0.069, 26.55]",7,8
26457,Noise,fixed,"(0.069, 26.55]",7,8
26458,Noise,fixed,"(0.069, 26.55]",7,8
26459,Noise,fixed,"(0.069, 26.55]",7,8
26460,Noise,fixed,"(0.069, 26.55]",7,8
26461,Noise,fixed,"(0.069, 26.55]",7,8
26462,Noise,fixed,"(0.069, 26.55]",7,8
26463,House,fixed,"(2677.65, 59476.62]",2,3
26466,Traffic,fixed,"(63.33, 2677.65]",8,9
26467,Energy,fixed,"(0.069, 26.55]",7,8
26468,Traffic,no_violation,"(26.55, 63.33]",1,2
26469,Noise,no_violation,"(0.069, 26.55]",3,4
26470,Traffic,fixed,"(26.55, 63.33]",0,1
26471,Safety,no_violation,"(63.33, 2677.65]",9,10
26472,Noise,no_violation,"(0.069, 26.55]",3,4
26473,House,fixed,"(63.33, 2677.65]",8,9
26474,Noise,fixed,"(26.55, 63.33]",4,5
26475,Traffic,fixed,"(0.069, 26.55]",7,8
26476,Traffic,fixed,"(0.069, 26.55]",7,8
26477,Traffic,fixed,"(0.069, 26.55]",7,8
26478,Noise,no_violation,"(26.55, 63.33]",6,7
26479,Noise,no_violation,"(26.55, 63.33]",6,7
26480,Noise,no_violation,"(26.55, 63.33]",6,7
26481,Noise,no_violation,"(63.33, 2677.65]",9,10
26482,Noise,no_violation,"(26.55, 63.33]",6,7
26483,Noise,no_violation,"(26.55, 63.33]",6,7
26484,Traffic,fixed,"(63.33, 2677.65]",8,9
26485,Noise,no_violation,"(26.55, 63.33]",6,7
26486,Noise,fixed,"(26.55, 63.33]",4,5
26487,Noise,no_violation,"(26.55, 63.33]",6,7
26488,Safety,fixed,"(26.55, 63.33]",0,1
26489,Personal Issue,no_violation,"(26.55, 63.33]",1,2
26490,Noise,fixed,"(26.55, 63.33]",4,5
26491,Traffic,fixed,"(63.33, 2677.65]",8,9
26492,Traffic,fixed,"(63.33, 2677.65]",8,9
26493,Traffic,fixed,"(26.55, 63.33]",0,1
26494,Noise,fixed,"(0.069, 26.55]",7,8
26495,Traffic,fixed,"(0.069, 26.55]",7,8
26496,Traffic,fixed,"(26.55, 63.33]",0,1
26497,Traffic,no_violation,"(0.069, 26.55]",1,2
26498,Traffic,no_violation,"(0.069, 26.55]",1,2
26499,Traffic,no_violation,"(26.55, 63.33]",1,2
26500,Traffic,no_violation,"(26.55, 63.33]",1,2
26501,Traffic,no_violation,"(26.55, 63.33]",1,2
26502,Traffic,no_violation,"(26.55, 63.33]",1,2
26503,Traffic,no_violation,"(26.55, 63.33]",1,2
26504,Traffic,no_violation,"(26.55, 63.33]",1,2
26505,Traffic,no_violation,"(26.55, 63.33]",1,2
26506,Traffic,no_violation,"(26.55, 63.33]",1,2
26507,Traffic,no_violation,"(26.55, 63.33]",1,2
26508,Traffic,no_violation,"(26.55, 63.33]",1,2
26509,Traffic,no_violation,"(26.55, 63.33]",1,2
26510,Noise,no_violation,"(0.069, 26.55]",3,4
26511,Traffic,no_violation,"(63.33, 2677.65]",1,2
26512,Noise,no_violation,"(26.55, 63.33]",6,7
26513,Personal Issue,fixed,"(63.33, 2677.65]",8,9
26514,Noise,fixed,"(26.55, 63.33]",4,5
26515,Noise,no_violation,"(0.069, 26.55]",3,4
26516,Safety,fixed,"(0.069, 26.55]",0,1
26517,Noise,fixed,"(0.069, 26.55]",7,8
26518,House,fixed,"(63.33, 2677.65]",8,9
26519,Traffic,no_violation,"(63.33, 2677.65]",1,2
26520,Traffic,no_violation,"(26.55, 63.33]",1,2
26521,Safety,fixed,"(0.069, 26.55]",0,1
26522,Traffic,fixed,"(0.069, 26.55]",7,8
26523,Traffic,no_violation,"(26.55, 63.33]",1,2
26524,Safety,no_violation,"(0.069, 26.55]",3,4
26525,Noise,no_violation,"(63.33, 2677.65]",9,10
26526,Noise,no_violation,"(0.069, 26.55]",3,4
26527,Safety,no_violation,"(0.069, 26.55]",3,4
26528,Noise,no_violation,"(0.069, 26.55]",3,4
26529,Traffic,no_violation,"(0.069, 26.55]",1,2
26530,Traffic,no_violation,"(0.069, 26.55]",1,2
26531,Traffic,no_violation,"(0.069, 26.55]",1,2
26532,Noise,fixed,"(0.069, 26.55]",7,8
26533,Traffic,no_violation,"(26.55, 63.33]",1,2
26534,House,fixed,"(2677.65, 59476.62]",2,3
26535,Noise,no_violation,"(26.55, 63.33]",6,7
26536,Animals,fixed,"(2677.65, 59476.62]",5,6
26537,House,no_violation,"(63.33, 2677.65]",2,3
26538,Noise,no_violation,"(0.069, 26.55]",3,4
26539,Traffic,no_violation,"(63.33, 2677.65]",1,2
26540,Personal Issue,fixed,"(63.33, 2677.65]",8,9
26541,Trash/Pollution,no_violation,"(0.069, 26.55]",3,4
26542,Traffic,fixed,"(26.55, 63.33]",0,1
26543,Noise,referred,"(63.33, 2677.65]",9,10
26544,Noise,fixed,"(26.55, 63.33]",4,5
26545,Noise,info_needed,"(63.33, 2677.65]",9,10
26546,House,fixed,"(2677.65, 59476.62]",2,3
26547,Noise,referred,"(63.33, 2677.65]",9,10
26548,Traffic,no_violation,"(26.55, 63.33]",1,2
26549,Traffic,fixed,"(0.069, 26.55]",7,8
26550,Noise,no_violation,"(26.55, 63.33]",6,7
26551,Traffic,fixed,"(26.55, 63.33]",0,1
26553,Noise,fixed,"(0.069, 26.55]",7,8
26554,Traffic,no_violation,"(63.33, 2677.65]",1,2
26555,Noise,no_violation,"(63.33, 2677.65]",9,10
26556,Safety,fixed,"(0.069, 26.55]",0,1
26557,Safety,no_violation,"(0.069, 26.55]",3,4
26558,Trash/Pollution,fixed,"(2677.65, 59476.62]",5,6
26559,Traffic,no_violation,"(0.069, 26.55]",1,2
26560,Traffic,no_violation,"(63.33, 2677.65]",1,2
26561,Traffic,no_violation,"(0.069, 26.55]",1,2
26562,Safety,no_violation,"(26.55, 63.33]",0,1
26563,Traffic,no_violation,"(63.33, 2677.65]",1,2
26564,Traffic,no_violation,"(26.55, 63.33]",1,2
26565,Animals,no_violation,"(2677.65, 59476.62]",2,3
26566,Other,fixed,"(2677.65, 59476.62]",5,6
26567,Safety,no_violation,"(2677.65, 59476.62]",2,3
26568,Traffic,no_violation,"(2677.65, 59476.62]",1,2
26569,House,fixed,"(2677.65, 59476.62]",2,3
26570,Safety,fixed,"(26.55, 63.33]",0,1
26571,Traffic,fixed,"(26.55, 63.33]",0,1
26573,Traffic,no_violation,"(0.069, 26.55]",1,2
26574,Traffic,fixed,"(26.55, 63.33]",0,1
26575,Noise,fixed,"(26.55, 63.33]",4,5
26576,Safety,no_violation,"(26.55, 63.33]",0,1
26577,Traffic,fixed,"(26.55, 63.33]",0,1
26578,Noise,no_violation,"(26.55, 63.33]",6,7
26579,Traffic,no_violation,"(0.069, 26.55]",1,2
26580,Noise,no_violation,"(0.069, 26.55]",3,4
26581,Trash/Pollution,no_violation,"(63.33, 2677.65]",9,10
26582,Noise,no_violation,"(0.069, 26.55]",3,4
26583,Trash/Pollution,no_violation,"(63.33, 2677.65]",9,10
26584,Noise,fixed,"(0.069, 26.55]",7,8
26585,Noise,fixed,"(0.069, 26.55]",7,8
26586,Animals,no_violation,"(2677.65, 59476.62]",2,3
26587,Animals,fixed,"(2677.65, 59476.62]",5,6
26588,Animals,fixed,"(2677.65, 59476.62]",5,6
26589,House,no_violation,"(2677.65, 59476.62]",2,3
26590,House,fixed,"(2677.65, 59476.62]",2,3
26591,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
26592,House,no_violation,"(2677.65, 59476.62]",2,3
26593,Animals,fixed,"(2677.65, 59476.62]",5,6
26594,House,no_violation,"(2677.65, 59476.62]",2,3
26595,House,fixed,"(2677.65, 59476.62]",2,3
26596,House,no_violation,"(2677.65, 59476.62]",2,3
26597,House,no_violation,"(2677.65, 59476.62]",2,3
26598,House,no_violation,"(2677.65, 59476.62]",2,3
26599,Animals,fixed,"(2677.65, 59476.62]",5,6
26600,House,fixed,"(2677.65, 59476.62]",2,3
26601,House,no_violation,"(2677.65, 59476.62]",2,3
26602,House,fixed,"(2677.65, 59476.62]",2,3
26603,House,no_violation,"(2677.65, 59476.62]",2,3
26604,Animals,no_violation,"(2677.65, 59476.62]",2,3
26605,Animals,no_violation,"(2677.65, 59476.62]",2,3
26606,House,no_violation,"(63.33, 2677.65]",2,3
26607,Safety,fixed,"(63.33, 2677.65]",0,1
26608,House,fixed,"(63.33, 2677.65]",8,9
26609,Noise,fixed,"(63.33, 2677.65]",4,5
26610,Noise,no_violation,"(63.33, 2677.65]",9,10
26611,Noise,no_violation,"(63.33, 2677.65]",9,10
26612,Noise,no_violation,"(63.33, 2677.65]",9,10
26613,Traffic,no_violation,"(26.55, 63.33]",1,2
26614,Noise,fixed,"(0.069, 26.55]",7,8
26615,Traffic,no_violation,"(63.33, 2677.65]",1,2
26616,Traffic,fixed,"(2677.65, 59476.62]",5,6
26617,Safety,no_violation,"(0.069, 26.55]",3,4
26618,Noise,no_violation,"(26.55, 63.33]",6,7
26619,Noise,no_violation,"(26.55, 63.33]",6,7
26620,Traffic,fixed,"(0.069, 26.55]",7,8
26621,Noise,fixed,"(63.33, 2677.65]",4,5
26622,Noise,fixed,"(0.069, 26.55]",7,8
26623,Noise,fixed,"(26.55, 63.33]",4,5
26624,Noise,fixed,"(0.069, 26.55]",7,8
26625,Noise,fixed,"(63.33, 2677.65]",4,5
26626,Noise,no_violation,"(26.55, 63.33]",6,7
26627,Traffic,no_violation,"(63.33, 2677.65]",1,2
26628,Noise,fixed,"(0.069, 26.55]",7,8
26629,Traffic,no_violation,"(26.55, 63.33]",1,2
26630,Noise,fixed,"(0.069, 26.55]",7,8
26631,Traffic,no_violation,"(63.33, 2677.65]",1,2
26632,Personal Issue,fixed,"(26.55, 63.33]",0,1
26633,Safety,no_violation,"(2677.65, 59476.62]",2,3
26634,House,no_violation,"(2677.65, 59476.62]",2,3
26635,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
26636,House,fixed,"(2677.65, 59476.62]",2,3
26637,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
26638,House,no_violation,"(2677.65, 59476.62]",2,3
26639,Other,fixed,"(2677.65, 59476.62]",5,6
26640,Energy,no_violation,"(2677.65, 59476.62]",2,3
26641,Safety,no_violation,"(2677.65, 59476.62]",2,3
26642,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
26643,House,no_violation,"(2677.65, 59476.62]",2,3
26644,Other,no_violation,"(2677.65, 59476.62]",2,3
26645,House,fixed,"(2677.65, 59476.62]",2,3
26646,Safety,no_violation,"(2677.65, 59476.62]",2,3
26647,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
26648,House,no_violation,"(63.33, 2677.65]",2,3
26649,Noise,no_violation,"(0.069, 26.55]",3,4
26650,Traffic,no_violation,"(26.55, 63.33]",1,2
26651,Noise,fixed,"(0.069, 26.55]",7,8
26652,Traffic,no_violation,"(63.33, 2677.65]",1,2
26653,Energy,no_violation,"(26.55, 63.33]",1,2
26654,Personal Issue,fixed,"(26.55, 63.33]",0,1
26655,Noise,fixed,"(26.55, 63.33]",4,5
26656,Safety,no_violation,"(26.55, 63.33]",0,1
26657,Animals,no_violation,"(2677.65, 59476.62]",2,3
26658,Safety,no_violation,"(2677.65, 59476.62]",2,3
26659,Safety,no_violation,"(2677.65, 59476.62]",2,3
26660,House,fixed,"(2677.65, 59476.62]",2,3
26661,Animals,fixed,"(2677.65, 59476.62]",5,6
26662,House,no_violation,"(2677.65, 59476.62]",2,3
26663,Energy,no_violation,"(2677.65, 59476.62]",2,3
26664,Animals,fixed,"(2677.65, 59476.62]",5,6
26665,House,fixed,"(2677.65, 59476.62]",2,3
26666,House,no_violation,"(2677.65, 59476.62]",2,3
26667,House,duplicated_report,"(2677.65, 59476.62]",2,3
26668,House,no_violation,"(2677.65, 59476.62]",2,3
26669,House,fixed,"(2677.65, 59476.62]",2,3
26670,Animals,no_violation,"(2677.65, 59476.62]",2,3
26671,House,fixed,"(2677.65, 59476.62]",2,3
26672,House,no_violation,"(2677.65, 59476.62]",2,3
26673,Animals,fixed,"(2677.65, 59476.62]",5,6
26674,Energy,no_violation,"(2677.65, 59476.62]",2,3
26675,House,no_violation,"(2677.65, 59476.62]",2,3
26676,Animals,fixed,"(2677.65, 59476.62]",5,6
26677,House,duplicated_report,"(63.33, 2677.65]",2,3
26678,House,duplicated_report,"(2677.65, 59476.62]",2,3
26679,House,fixed,"(2677.65, 59476.62]",2,3
26680,House,no_violation,"(2677.65, 59476.62]",2,3
26681,House,duplicated_report,"(63.33, 2677.65]",2,3
26682,Traffic,fixed,"(26.55, 63.33]",0,1
26683,Other,no_violation,"(2677.65, 59476.62]",2,3
26684,Safety,duplicated_report,"(2677.65, 59476.62]",0,1
26685,House,duplicated_report,"(2677.65, 59476.62]",2,3
26686,House,duplicated_report,"(2677.65, 59476.62]",2,3
26687,House,duplicated_report,"(2677.65, 59476.62]",2,3
26688,Safety,fixed,"(2677.65, 59476.62]",0,1
26689,Animals,fixed,"(2677.65, 59476.62]",5,6
26690,House,no_violation,"(2677.65, 59476.62]",2,3
26691,House,duplicated_report,"(2677.65, 59476.62]",2,3
26692,House,fixed,"(2677.65, 59476.62]",2,3
26693,House,fixed,"(2677.65, 59476.62]",2,3
26694,Safety,fixed,"(2677.65, 59476.62]",0,1
26695,Trash/Pollution,fixed,"(2677.65, 59476.62]",5,6
26696,Trash/Pollution,fixed,"(2677.65, 59476.62]",5,6
26697,House,duplicated_report,"(2677.65, 59476.62]",2,3
26698,House,fixed,"(2677.65, 59476.62]",2,3
26699,Animals,fixed,"(2677.65, 59476.62]",5,6
26700,Animals,fixed,"(2677.65, 59476.62]",5,6
26701,House,fixed,"(2677.65, 59476.62]",2,3
26702,Noise,fixed,"(63.33, 2677.65]",4,5
26703,Noise,no_violation,"(0.069, 26.55]",3,4
26704,Personal Issue,no_violation,"(26.55, 63.33]",1,2
26705,House,no_violation,"(2677.65, 59476.62]",2,3
26706,Traffic,no_violation,"(2677.65, 59476.62]",1,2
26707,Energy,fixed,"(2677.65, 59476.62]",5,6
26708,Animals,fixed,"(2677.65, 59476.62]",5,6
26709,Animals,no_violation,"(2677.65, 59476.62]",2,3
26710,Traffic,no_violation,"(2677.65, 59476.62]",1,2
26711,Safety,no_violation,"(2677.65, 59476.62]",2,3
26712,House,no_violation,"(2677.65, 59476.62]",2,3
26713,Animals,no_violation,"(2677.65, 59476.62]",2,3
26714,Animals,no_violation,"(2677.65, 59476.62]",2,3
26715,Animals,fixed,"(2677.65, 59476.62]",5,6
26716,Animals,fixed,"(2677.65, 59476.62]",5,6
26717,House,fixed,"(2677.65, 59476.62]",2,3
26718,House,fixed,"(2677.65, 59476.62]",2,3
26719,House,no_violation,"(2677.65, 59476.62]",2,3
26720,House,fixed,"(2677.65, 59476.62]",2,3
26721,Energy,no_violation,"(2677.65, 59476.62]",2,3
26722,House,fixed,"(2677.65, 59476.62]",2,3
26723,House,no_violation,"(2677.65, 59476.62]",2,3
26724,Trash/Pollution,no_violation,"(2677.65, 59476.62]",2,3
26725,House,fixed,"(2677.65, 59476.62]",2,3
26726,Traffic,fixed,"(26.55, 63.33]",0,1
26727,Noise,fixed,"(0.069, 26.55]",7,8
26728,Noise,no_violation,"(26.55, 63.33]",6,7
26729,Traffic,no_violation,"(26.55, 63.33]",1,2
26730,Noise,fixed,"(0.069, 26.55]",7,8
26731,Noise,no_violation,"(26.55, 63.33]",6,7
26732,Noise,no_violation,"(26.55, 63.33]",6,7
26733,Noise,fixed,"(0.069, 26.55]",7,8
26734,Noise,fixed,"(0.069, 26.55]",7,8
26735,Noise,fixed,"(0.069, 26.55]",7,8
26736,Noise,fixed,"(0.069, 26.55]",7,8
26737,Noise,fixed,"(0.069, 26.55]",7,8
26738,Traffic,no_violation,"(63.33, 2677.65]",1,2
26739,Traffic,no_violation,"(63.33, 2677.65]",1,2
26740,Traffic,no_violation,"(63.33, 2677.65]",1,2
26741,Noise,no_violation,"(63.33, 2677.65]",9,10
26742,Traffic,no_violation,"(26.55, 63.33]",1,2
26743,Noise,no_violation,"(26.55, 63.33]",6,7
26744,Noise,fixed,"(0.069, 26.55]",7,8
26745,Noise,fixed,"(0.069, 26.55]",7,8
26746,Noise,fixed,"(0.069, 26.55]",7,8
26747,Traffic,fixed,"(26.55, 63.33]",0,1
26748,Noise,fixed,"(26.55, 63.33]",4,5
26749,Traffic,fixed,"(26.55, 63.33]",0,1
26750,Traffic,fixed,"(26.55, 63.33]",0,1
26751,Noise,fixed,"(0.069, 26.55]",7,8
26752,Traffic,fixed,"(0.069, 26.55]",7,8
26753,Safety,no_violation,"(26.55, 63.33]",0,1
26754,Noise,no_violation,"(26.55, 63.33]",6,7
26755,Noise,fixed,"(26.55, 63.33]",4,5
26756,Traffic,fixed,"(63.33, 2677.65]",8,9
26757,Noise,fixed,"(63.33, 2677.65]",4,5
26758,Noise,fixed,"(26.55, 63.33]",4,5
26759,Noise,fixed,"(0.069, 26.55]",7,8
26760,Noise,fixed,"(0.069, 26.55]",7,8
26761,Traffic,fixed,"(26.55, 63.33]",0,1
26762,Noise,no_violation,"(26.55, 63.33]",6,7
26763,Traffic,no_violation,"(26.55, 63.33]",1,2
26764,Noise,fixed,"(0.069, 26.55]",7,8
26765,Noise,fixed,"(0.069, 26.55]",7,8
26766,Safety,no_violation,"(26.55, 63.33]",0,1
26767,Traffic,no_violation,"(26.55, 63.33]",1,2
26768,Personal Issue,no_violation,"(63.33, 2677.65]",9,10
26769,Personal Issue,fixed,"(26.55, 63.33]",0,1
26770,Traffic,no_violation,"(63.33, 2677.65]",1,2
26771,Noise,no_violation,"(0.069, 26.55]",3,4
26772,Traffic,no_violation,"(26.55, 63.33]",1,2
26773,Noise,fixed,"(0.069, 26.55]",7,8
26774,Noise,fixed,"(26.55, 63.33]",4,5
26775,Noise,fixed,"(0.069, 26.55]",7,8
26776,Noise,no_violation,"(63.33, 2677.65]",9,10
26777,Noise,fixed,"(0.069, 26.55]",7,8
26778,Noise,fixed,"(0.069, 26.55]",7,8
26779,Noise,no_violation,"(26.55, 63.33]",6,7
26780,Noise,fixed,"(26.55, 63.33]",4,5
26781,Noise,no_violation,"(26.55, 63.33]",6,7
26782,Noise,no_violation,"(26.55, 63.33]",6,7
26783,Noise,no_violation,"(26.55, 63.33]",6,7
26784,Noise,fixed,"(26.55, 63.33]",4,5
26785,Noise,no_violation,"(26.55, 63.33]",6,7
26786,Noise,fixed,"(0.069, 26.55]",7,8
26787,Noise,info_needed,"(0.069, 26.55]",3,4
26788,Traffic,fixed,"(63.33, 2677.65]",8,9
26789,Noise,fixed,"(0.069, 26.55]",7,8
26790,Noise,fixed,"(0.069, 26.55]",7,8
26791,Noise,no_violation,"(0.069, 26.55]",3,4
26792,Noise,fixed,"(0.069, 26.55]",7,8
26793,Other,fixed,"(26.55, 63.33]",0,1
26794,Traffic,no_violation,"(26.55, 63.33]",1,2
26795,Noise,fixed,"(0.069, 26.55]",7,8
26796,Noise,no_violation,"(0.069, 26.55]",3,4
26797,Noise,fixed,"(0.069, 26.55]",7,8
26798,Noise,fixed,"(0.069, 26.55]",7,8
26799,Energy,no_violation,"(0.069, 26.55]",3,4
26800,Energy,no_violation,"(0.069, 26.55]",3,4
26801,Noise,fixed,"(0.069, 26.55]",7,8
26802,Traffic,fixed,"(63.33, 2677.65]",8,9
26803,Safety,no_violation,"(0.069, 26.55]",3,4
26804,Noise,fixed,"(26.55, 63.33]",4,5
26805,Noise,fixed,"(0.069, 26.55]",7,8
26806,Traffic,no_violation,"(26.55, 63.33]",1,2
26807,Traffic,no_violation,"(63.33, 2677.65]",1,2
26808,Traffic,no_violation,"(26.55, 63.33]",1,2
26809,Noise,fixed,"(26.55, 63.33]",4,5
26810,Noise,fixed,"(26.55, 63.33]",4,5
26811,Noise,fixed,"(0.069, 26.55]",7,8
26812,Safety,fixed,"(0.069, 26.55]",0,1
26813,Personal Issue,no_violation,"(63.33, 2677.65]",9,10
26814,Noise,no_violation,"(26.55, 63.33]",6,7
26815,Personal Issue,fixed,"(26.55, 63.33]",0,1
26816,Noise,no_violation,"(26.55, 63.33]",6,7
26817,Traffic,no_violation,"(26.55, 63.33]",1,2
26818,Traffic,fixed,"(26.55, 63.33]",0,1
26819,Traffic,fixed,"(63.33, 2677.65]",8,9
26820,Traffic,no_violation,"(26.55, 63.33]",1,2
26821,Noise,no_violation,"(0.069, 26.55]",3,4
26822,Traffic,fixed,"(0.069, 26.55]",7,8
26823,Noise,fixed,"(26.55, 63.33]",4,5
26824,Traffic,fixed,"(0.069, 26.55]",7,8
26825,Noise,fixed,"(0.069, 26.55]",7,8
26826,Noise,no_violation,"(63.33, 2677.65]",9,10
26827,Personal Issue,fixed,"(26.55, 63.33]",0,1
26828,Noise,no_violation,"(63.33, 2677.65]",9,10
26829,Noise,no_violation,"(63.33, 2677.65]",9,10
26830,Noise,fixed,"(0.069, 26.55]",7,8
26831,Noise,no_violation,"(0.069, 26.55]",3,4
26832,Noise,fixed,"(26.55, 63.33]",4,5
26833,Noise,no_violation,"(0.069, 26.55]",3,4
26834,Noise,no_violation,"(0.069, 26.55]",3,4
26835,Noise,fixed,"(26.55, 63.33]",4,5
26836,Commercial,no_violation,"(0.069, 26.55]",3,4
26837,Noise,no_violation,"(26.55, 63.33]",6,7
26838,Noise,fixed,"(0.069, 26.55]",7,8
26839,Noise,fixed,"(0.069, 26.55]",7,8
26840,Noise,no_violation,"(0.069, 26.55]",3,4
26841,Noise,fixed,"(0.069, 26.55]",7,8
26842,Other,fixed,"(26.55, 63.33]",0,1
26843,Noise,no_violation,"(26.55, 63.33]",6,7
26844,Noise,no_violation,"(0.069, 26.55]",3,4
26845,Noise,no_violation,"(0.069, 26.55]",3,4
26846,Personal Issue,no_violation,"(26.55, 63.33]",1,2
26847,Noise,fixed,"(0.069, 26.55]",7,8
26848,Traffic,fixed,"(0.069, 26.55]",7,8
26849,Noise,fixed,"(0.069, 26.55]",7,8
26850,Noise,fixed,"(0.069, 26.55]",7,8
26851,Noise,fixed,"(0.069, 26.55]",7,8
26852,Noise,no_violation,"(26.55, 63.33]",6,7
26853,Noise,fixed,"(0.069, 26.55]",7,8
26854,Noise,no_violation,"(0.069, 26.55]",3,4
26855,Noise,fixed,"(0.069, 26.55]",7,8
26856,Safety,no_violation,"(0.069, 26.55]",3,4
26857,Noise,no_violation,"(26.55, 63.33]",6,7
26858,Noise,fixed,"(0.069, 26.55]",7,8
26859,Noise,fixed,"(0.069, 26.55]",7,8
26860,Noise,fixed,"(0.069, 26.55]",7,8
26861,Noise,fixed,"(0.069, 26.55]",7,8
26862,Traffic,fixed,"(0.069, 26.55]",7,8
26863,Noise,fixed,"(0.069, 26.55]",7,8
26864,Noise,fixed,"(0.069, 26.55]",7,8
26865,Noise,no_violation,"(26.55, 63.33]",6,7
26866,Traffic,fixed,"(26.55, 63.33]",0,1
26867,Noise,fixed,"(0.069, 26.55]",7,8
26868,Noise,no_violation,"(0.069, 26.55]",3,4
26869,Noise,no_violation,"(26.55, 63.33]",6,7
26870,Noise,fixed,"(0.069, 26.55]",7,8
26871,Noise,fixed,"(26.55, 63.33]",4,5
26872,Noise,fixed,"(0.069, 26.55]",7,8
26873,Noise,no_violation,"(26.55, 63.33]",6,7
26874,Noise,fixed,"(63.33, 2677.65]",4,5
26875,Noise,fixed,"(0.069, 26.55]",7,8
26876,Noise,no_violation,"(26.55, 63.33]",6,7
26877,Noise,fixed,"(0.069, 26.55]",7,8
26878,Noise,fixed,"(0.069, 26.55]",7,8
26879,Noise,fixed,"(0.069, 26.55]",7,8
26880,Noise,fixed,"(0.069, 26.55]",7,8
26881,Traffic,fixed,"(0.069, 26.55]",7,8
26882,Energy,no_violation,"(0.069, 26.55]",3,4
26883,Noise,fixed,"(0.069, 26.55]",7,8
26884,Noise,no_violation,"(0.069, 26.55]",3,4
26885,Traffic,fixed,"(0.069, 26.55]",7,8
26886,Noise,no_violation,"(26.55, 63.33]",6,7
26887,Personal Issue,fixed,"(26.55, 63.33]",0,1
26888,Noise,no_violation,"(0.069, 26.55]",3,4
26889,Noise,no_violation,"(26.55, 63.33]",6,7
26890,Noise,no_violation,"(0.069, 26.55]",3,4
26891,Noise,fixed,"(0.069, 26.55]",7,8
